Üle vaadatud (Johannes),import,review,base_url pubkeskus,standard_id pubkeskus,id-url,id-length,name,title,Title changed,description (valueset),CS.codingPrinciples,VS.changeManagement,oid,void,publisher,email,www,endorser,versioningAlgorithm,version_number,semver_version_number,released,last_csv_id,link,createCS,supplement,createVS,VSbasedOn,columns,map,VSproperties,TermXCS,TermXVS,Errors/Problems,content_2rows
FALSE,5,OK,Relvaloa meditsiinilised piirangud,29371,relvaloa-meditsiinilised-piirangud,34,RelvaloaMeditsiinilisedPiirangud,Relvaloa meditsiinilised piirangud,,Relvaloa saamise meditsiinilised piirangud (eTõendi projekt),,,1.3.6.1.4.1.28284.6.2.1.261,1.3.6.1.4.1.28284.6.2.1.261.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2013-01-29,29373,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29373.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/relvaloa-meditsiinilised-piirangud/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/relvaloa-meditsiinilised-piirangud/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;sõltuvusainetest tingitud psüühika- või käitumishäire;narkootiliste ja psühhotroopsete ainete kasutamisest tingitud psüühika- või käitumishäire;narkootiliste ja psühhotroopsete ainete kasutamisest tingitud psüühika- või käitumishäire;;;1.01.2014;;;EPS;1;Relvaseadus § 36. Füüsilisele isikule soetamisloa ja relvaloa andmist välistavad asjaolud (1.1)\r
2;raskekujuline psüühikahäire;raskekujulise psüühikahäire;raskekujulise psüühikahäire;;;1.01.2014;;;EPS;1;Relvaseadus § 36. Füüsilisele isikule soetamisloa ja relvaloa andmist välistavad asjaolud (1.2)"
FALSE,5,OK,Residuaaltuumor,36374,residuaaltuumor,15,Residuaaltuumor,Residuaaltuumor,,"Residuaaltuumori olemasolu väärtus, mis näitab ravijärgselt allesjäänud kasvajamassi olemasolu",,,1.3.6.1.4.1.28284.6.2.1.297,1.3.6.1.4.1.28284.6.2.1.297.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Patoloogide Selts,integer,1,1.0.0,2016-07-01,36377,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/36377.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/residuaaltuumor/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/residuaaltuumor/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;RX;RX - ei saa hinnata;Residuaaltuumori olemasolu ei ole võimalik hinnata;;0;1.07.2016;;;Eesti Patoloogide Selts;1;\r
B;R0;R0 - ei esine;Residuaaltuumorit ei esine;;0;1.07.2016;;;Eesti Patoloogide Selts;1;"
FALSE,5,Rutt,Resistentsuse ja virulentsuse mehhanismid,47378,resistentsuse-virulentsuse-mehhanism,36,ResistentsuseJaVirulentsuseMehhanismid,Resistentsuse ja virulentsuse mehhanismid,,Mikroobide omadused nagu antimikroobikumi vastased resistentsusmehhanismid ja virulentsusfaktorid. Põhineb SNOMED CT-l.,,,1.3.6.1.4.1.28284.6.2.1.354,1.3.6.1.4.1.28284.6.2.1.354.4,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Laborimeditsiini Ühing,integer,4,4.0.0,2023-05-30,67155,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/67155.csv,,-,1,SNOMED-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/resistentsuse-virulentsuse-mehhanism/versions/4/concepts,https://termx.kodality.dev/resources/value-sets/resistentsuse-virulentsuse-mehhanism/versions/4/summary,Concept 3291000181105 is not present in snomed-ct CodeSystem,"Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
409799006;;ESBL-A;Extended spectrum beta-lactamase-producing bacteria (organism);;0;22.12.2020;;31.05.2021;Eesti Laborimeditsiini Ühing;1;Laiendatud toimespektriga beetalaktamaasi A produtseeriv tüvi\r
870561008;;ESBL-M;AmpC beta-lactamase producing bacteria (organism);;0;22.12.2020;;31.05.2021;Eesti Laborimeditsiini Ühing;1;Laiendatud toimespektriga beetalaktamaasi M (AmpC) produtseeriv tüvi"
FALSE,5,Rutt,RhD kuuluvus,1300,rhd-kuuluvus,12,RhDKuuluvus,RhD kuuluvus,,"RhD kuuluvuse määrab D antigeeni olemasolu patsiendi erütrotsüütidel- kui esineb, on patsient RhD positiivne, kui puudub, on RhD negatiivne. Põhineb SNOMED CT-l.

29.03.2019 muudetud klassifikaatori nimetust: Reesusvererühmad-> RhD kuuluvus",,,1.3.6.1.4.1.28284.6.2.1.22,1.3.6.1.4.1.28284.6.2.1.22.4,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Laborimeditsiini Ühing,integer,4,4.0.0,2021-05-31,49027,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/49027.csv,,-,1,SNOMED-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Staatus=status
",,https://termx.kodality.dev/resources/code-systems/rhd-kuuluvus/versions/4/concepts,https://termx.kodality.dev/resources/value-sets/rhd-kuuluvus/versions/4/summary,Concept 3291000181105 is not present in snomed-ct CodeSystem,"Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
165747007;Positiivne;RhD positiivne;RhD positive (finding);;0;28.03.2019;31.05.2021;;Eesti Laborimeditsiini Ühing;0;\r
165746003;Negatiivne;RhD negatiivne;RhD negative (finding);;0;28.03.2019;31.05.2021;;Eesti Laborimeditsiini Ühing;0;"
FALSE,5,OK,Rinnad,1368,rinnad,6,Rinnad,Rinnad,,Tanneri skaala - tüdrukute areng - rinnad. DL - lapse arengulugu. ,,,1.3.6.1.4.1.28284.6.2.1.66,1.3.6.1.4.1.28284.6.2.1.66.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2007-05-31,1371,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1371.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=definition|et,
Lühinimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/rinnad/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/rinnad/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
M1;nibustaadium;vaid rinnanibu on tõusnud;vaid rinnanibu on tõusnud;;;31.05.2007;;;;1;\r
M2;nupustaadium;nn nupustaadium: rind ja rinnanibu on kergelt tõusnud, näärmekude on palpeeritav, areool on suurenenud;nn nupustaadium: rind ja rinnanibu on kergelt tõusnud, näärmekude on palpeeritav, areool on suurenenud;;;31.05.2007;;;;1;"
FALSE,5,OK,Rinnapiima söötmise viisid,1336,rinnapiima-sootmise-viisid,26,RinnapiimaSootmiseViisid,Rinnapiima söötmise viisid,,Rinnapiima söötmise viisid. DL - lapse arengulugu. ,,,1.3.6.1.4.1.28284.6.2.1.23,1.3.6.1.4.1.28284.6.2.1.23.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2007-05-31,1339,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1339.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/rinnapiima-sootmise-viisid/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/rinnapiima-sootmise-viisid/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;rinnast;rinnast;rinnast;;;31.05.2007;;;;1;\r
2;rinnakaitsme abil;rinnakaitsme abil;rinnakaitsme abil;;;31.05.2007;;;;1;"
FALSE,0,NOK,RTK,1572,rtk,3,RTK,Riikide ja territooriumide klassifikaator,,Riikide ja territooriumide klassifikaator on välja töötatud rahvusvahelise standardi ISO 3166 alusel. Antud klassifikaatori haldajaks on Statistikaamet. Klassifikaatoris on toodud riikide ja territooriumide eestikeelsed nimetused tähestikulises järjestuses. Igale riigile ja territooriumile on omistatud kahe- ja kolmekohalised tähtkoodid ning kolmekohaline numberkood. Selgitustes on esitatud geograafiliselt lahus seisvate alade loend; sinna on lisatud ka maanimede koostisosade nimesid.,"Vabariigi Valitsuse 20.09.2000. a määrus nr 303 (RT I 2000, 75, 471; 2001, 36, 208; 2002, 41, 256). Valuutade ja fondide klassifikaator.",Vastavalt rahvusvahelise standardi muudatustele.,1.3.6.1.4.1.28284.6.2.3.27,1.3.6.1.4.1.28284.6.2.3.27.2,,,,Statistikaamet,semver,2,2.0.0,2009-06-18,13209,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13209.csv,,-,,-,NIMETUS;LÜHINIMETUS;INGLISKEELNE NIMETUS;KOLMEKOHALINE NUMBERKOOD;KAHEKOHALINE TÄHTKOOD;KOLMEKOHALINE TÄHTKOOD;SELGITUS;;;;;;;;;;;;,"LÜHINIMETUS=synonym,
INGLISKEELNE NIMETUS=display|en,
NIMETUS=display|et,
KOLMEKOHALINE NUMBERKOOD=N/A,
KOLMEKOHALINE TÄHTKOOD=N/A,
KAHEKOHALINE TÄHTKOOD=N/A,
SELGITUS=comment",,https://termx.kodality.dev/resources/code-systems/rtk/versions/2/concepts,https://termx.kodality.dev/resources/value-sets/rtk/versions/2/summary,,"NIMETUS;LÜHINIMETUS;INGLISKEELNE NIMETUS;KOLMEKOHALINE NUMBERKOOD;KAHEKOHALINE TÄHTKOOD;KOLMEKOHALINE TÄHTKOOD;SELGITUS;;;;;;;;;;;;\r
Afganistani Islamivabariik;Afganistan;Afghanistan;004;AF;AFG; ;;;;;;;;;;;;\r
Ahvenamaa (Soome);Ahvenamaa;Åland Islands;248;AX;ALA;;;;;;;;;;;;;"
FALSE,5,Rutt,Saatekirja staatus,36476,saatekirja-staatus,18,SaatekirjaStaatus,Saatekirja staatus,,"Saatekirja staatus, mida näidatakse kasutajale ja mida kasutatakse saatekirjade TIS-st pärimisel.",,,1.3.6.1.4.1.28284.6.2.2.74,1.3.6.1.4.1.28284.6.2.2.74.2,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,2,2.0.0,2016-07-01,46328,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/46328.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/saatekirja-staatus/versions/2/concepts,https://termx.kodality.dev/resources/value-sets/saatekirja-staatus/versions/2/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
AVATUD;avatud;avatud;avatud;0;0;01.07.2016;;;;1;\r
VASTUVOTUKUTSEGA;vastuvõtukutsega;vastuvõtukutsega;vastuvõtukutsega;0;0;01.07.2016;;;;1;"
FALSE,5,OK,Seadusliku esindaja volituse ulatus,44970,seadusliku-esindaja-volituse-ulatus,35,SeaduslikuEsindajaVolituseUlatus,Seadusliku esindaja volituse ulatus,,Seadusliku esindaja volituse loendit kasutatakse surma dokumentide vaatamisõiguste määramiseks,,Vastavalt TIS pääsuõiguste piirangutele.,1.3.6.1.4.1.28284.6.2.1.311,1.3.6.1.4.1.28284.6.2.1.311.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2018-04-09,44973,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/44973.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/seadusliku-esindaja-volituse-ulatus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/seadusliku-esindaja-volituse-ulatus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus\r
DEATH_REPRESENTATIVE;;esindaja (vaatamisõiguslik peale surma);;;0;09.04.2018;;;1;\r
DEATH_REPRESENTATIVE_NULLIFIED;;õigused puuduvad peale surma;;;0;09.04.2018;;;1;"
FALSE,5,OK,Seksuaalsel teel nakatunu nakkusallika riskirühma kuulumine,16981,nakkusallika-riskiryhma-kuulumine,33,NakkusallikaRiskiryhmaKuulumine,Seksuaalsel teel nakatunu nakkusallika riskirühma kuulumine,,Võimalikud seksuaalsel teel nakatunu nakkusallika riskirühmad.,,Vastavalt NAKIS-e registri vajadusele.,1.3.6.1.4.1.28284.6.2.1.122,1.3.6.1.4.1.28284.6.2.1.122.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Terviseamet,integer,1,1.0.0,2011-01-01,16983,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/16983.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/nakkusallika-riskiryhma-kuulumine/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/nakkusallika-riskiryhma-kuulumine/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
RISKGROUP_HEMO;hemofiiliahaige;hemofiiliahaige;hemofiiliahaige;;;1.01.2011;;;Terviseamet;1;\r
RISKGROUP_SEX;mehega seksiv mees;mehega seksiv mees;mehega seksiv mees;;;1.01.2011;;;Terviseamet;1;"
FALSE,4,Rutt,Sektsiooni kodeering,10451,sektsiooni-kodeering,20,SektsiooniKodeering,Sektsiooni kodeering,,CDA XML sõnumis Section.code elemendis vastavalt Digiloo standardis määratud reeglitele. CDA dokumendi sektsiooni liik.,,,1.3.6.1.4.1.28284.6.2.2.11,1.3.6.1.4.1.28284.6.2.2.11.12,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,12,12.0.0,2021-02-04,48196,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/48196.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/sektsiooni-kodeering/versions/12/concepts,https://termx.kodality.dev/resources/value-sets/sektsiooni-kodeering/versions/12/summary,The code 'RANKCHEDULE ' is not valid (whitespace rules),"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
HOSP;haiglas viibimine;haiglas viibimine;haiglas viibimine;0;0;07.09.2007;;;;1;\r
DGN;lõplik kliiniline diagnoos;lõplik kliiniline diagnoos;lõplik kliiniline diagnoos;0;0;07.09.2007;;;;1;"
FALSE,5,OK,Soole ettevalmistus,36409,soole-ettevalmistus,19,SooleEttevalmistus,Soole ettevalmistus,,Koloskoopia uuringu teostamise eelselt kasutatakse soole puhastamiseks spetsiaalset lahtistit. Koloskoopia uuringu dokumenteerimisel hinnatakse soole puhtust soole sisust ehk soole ettevalmistust.,,"Vastavalt vajadusele.
",1.3.6.1.4.1.28284.6.2.1.285,1.3.6.1.4.1.28284.6.2.1.285.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Gastroenteroloogide Selts,integer,1,1.0.0,2016-07-01,36412,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/36412.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/soole-ettevalmistus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/soole-ettevalmistus/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A;;suurepärane;;;0;1.07.2016;;;Eesti Gastroenteroloogide Selts, Eesti Gastrointestinaalse Endoskoopia Ühing;1;\r
B;;hea;;;0;1.07.2016;;;Eesti Gastroenteroloogide Selts, Eesti Gastrointestinaalse Endoskoopia Ühing;1;"
FALSE,5,OK,Sooletrakti leid,47103,sooletrakti-leid,16,SooletraktiLeid,Sooletrakti leid,,Kasutatakse õendusabiteenuse dokumentidel ning võimaldab märkida tuvastatud sooletrakti leide.,,"Vastavalt Tervise ja Heaolu Infosüsteemide Keskusele esitatud ettepanekutele.
",1.3.6.1.4.1.28284.6.2.1.324,1.3.6.1.4.1.28284.6.2.1.324.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2019-05-16,47105,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/47105.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus,"Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,",parent,https://termx.kodality.dev/resources/code-systems/sooletrakti-leid/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/sooletrakti-leid/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus\r
01;;Kõhukinnisus;;;0;16.05.2019;;;1;\r
02;;Kõhulahtisus;;;0;16.05.2019;;;1;"
FALSE,5,OK,Söömisoskused ja toitumisharjumused,12565,soomisoskused-ja-toitumisharjumused,35,SoomisoskusedJaToitumisharjumused,Söömisoskused ja toitumisharjumused,,Tervise kontrollikaart arengu teatis - söömisoskused ja toitumisharjumused.,,,1.3.6.1.4.1.28284.6.2.1.68,1.3.6.1.4.1.28284.6.2.1.68.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2008-01-01,12567,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/12567.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/soomisoskused-ja-toitumisharjumused/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/soomisoskused-ja-toitumisharjumused/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
G01;imeb jõudsalt, neelamine vaba;imeb jõudsalt, neelamine vaba;imeb jõudsalt, neelamine vaba;;;1.01.2008;;;Sotsiaalministeerium;1;\r
G02;imeb ahmides, väsib kiiresti, läkastab palju;imeb ahmides, väsib kiiresti, läkastab palju;imeb ahmides, väsib kiiresti, läkastab palju;;;1.01.2008;;;Sotsiaalministeerium;1;"
FALSE,5,Rutt,Sotsiaalmajanduslik seisund,8744,sotsiaalmajanduslik-seisund,27,SotsiaalmajanduslikSeisund,Sotsiaalmajanduslik seisund,,Loendis on kirjeldatud erinevad sotsiaalmajanduslikud seisundid.,Rahvaloenduse alusel ILO soovitused peamise tegevusala märkimiseks – küsida ESA-st.,"Uuendamine toimub vastavalt Sotsiaalministeeriumi, TAI ja Terviseameti vajadustele ja ettepanekutele.",1.3.6.1.4.1.28284.6.2.3.9,1.3.6.1.4.1.28284.6.2.3.9.4,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,4,4.0.0,2015-01-21,33851,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/33851.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/sotsiaalmajanduslik-seisund/versions/4/concepts,https://termx.kodality.dev/resources/value-sets/sotsiaalmajanduslik-seisund/versions/4/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;töötav;töötav;töötav;;;1.01.2008;;;Sotsiaalministeerium, Terviseamet;1;palgatöötaja, sh suulise või kirjaliku töölepinguga, tähtajalise või tähtajatu lepinguga, ka juhutöö tegija, talupidaja abitööjõuga või ilma, vabakutseline, palgata töötaja pere-ettevõttes\r
2;töötu või tööd otsiv (lühiajaline);töötu või tööd otsiv (lühiajaline);töötu või tööd otsiv (lühiajaline);;;1.01.2008;;;Sotsiaalministeerium, Terviseamet;1;töötu on isik, kes otsib aktiivselt tööd ning on valmis kohe (2 nädala jooksul) tööle asuma."
FALSE,5,Rutt,Statsionaarsed ja päevaravi teenused,47008,statsionaarsed-ja-paevaravi-teenused,36,StatsionaarsedJaPaevaraviTeenused,Statsionaarsed ja päevaravi teenused,,"Statsionaarsete ja päevaravi teenuste klassifikaatorit kasutatakse haiglaravi saatekirjal teenuse, mille saamiseks patsienti suunata soovitakse, märkimiseks.","Teenuste valdkonnad (OID: 1.3.6.1.4.1.28284.6.2.1.305)
","Vastavalt Tervise ja Heaolu Infosüsteemide Keskusele esitatud ettepanekutele, ning nende kinnitamisele haiglate esindajatest koosneva töörühma poolt.
",1.3.6.1.4.1.28284.6.2.1.329,1.3.6.1.4.1.28284.6.2.1.329.3,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,3,3.0.0,2022-12-14,66759,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/66759.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;,"Kood=concept-code,
Nimetus=display|et,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/statsionaarsed-ja-paevaravi-teenused/versions/3/concepts,https://termx.kodality.dev/resources/value-sets/statsionaarsed-ja-paevaravi-teenused/versions/3/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;\r
H001;;androloogia statsionaarne ravi;;;0;17.05.2019;;;1;;\r
H002;;androloogia päevaravi;;;0;17.05.2019;;;1;;"
