Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;JSV kood VSR-i jaoks
396275006;;Osteoartroos;Osteoarthritis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36428013;;Osteoblastne sarkoom;Osteoblastic sarcoma;;0;19.12.2016;28.04.2020;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 521000181107 Osteoblastic osteosarcoma (morphologic abnormality);
55333008;;Osteoblastoom;Osteoblastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
88998003;;Osteofüüt;Osteophyte (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36430010;;Osteogeenne sarkoom;Osteogenic sarcoma;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;;
78314001;;Osteogenesis imperfecta;Osteogenesis imperfecta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
71666005;;Osteoidne osteoom;Osteoid osteoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128631001;;Osteoklastitaoliste hiidrakkudega kartsinoom;Carcinoma with osteoclast-like giant cells (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
240190009;;Osteokondrodüsplaasia;Osteochondrodysplasia (disorder);;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 105986008 Congenital skeletal dysplasia (disorder);
66467005;;Osteokondromatoos;Osteochondromatosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703695006;;Osteokondromüksoom;Osteochondromyxoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
52299001;;Osteokondroom;Osteochondroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36427015;;Osteokondrosarkoom;Osteochondrosarcoma;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;;
30425001;;Osteolüüs;Osteolysis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
4598005;;Osteomalaatsia;Osteomalacia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
60168000;;Osteomüeliit;Osteomyelitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
83612000;;Osteoom;Osteoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;30.11.2021;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1156923005 Medulloblastoma (morphologic abnormality);
64859006;;Osteoporoos;Osteoporosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21708004;;Osteosarkoom;Osteosarcoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1163405004 Osteosarcoma (morphologic abnormality);
11543004;;Otoskleroos;Otosclerosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
33681003;;Pageti luuhaiguse puhune osteosarkoom;Osteosarcoma in Paget's disease of bone (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
71447003;;Pageti tõbi, ekstramammaarne;Paget's disease, extramammary (except Paget's disease of bone) (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
419386004;;Pagetoidretikuloos;Pagetoid reticulosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128627007;;Pahaloomuline kasvaja, heledarakuline tüüp;Malignant tumor, clear cell type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
83950009;;Pahaloomuline kasvaja, hiidrakuline tüüp;Malignant tumor, giant cell type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
88897007;;Pahaloomuline kasvaja, käävrakuline tüüp;Malignant tumor, fusiform cell type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
82267002;;Pahaloomuline kasvaja, väikserakuline tüüp;Malignant tumor, small cell type (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
110396000;;Pahaloomulist kasvajat ei ole;No evidence of malignant neoplasm (finding);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
201048007;;Paikne skleroderma;Localized morphea (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
41915009;;Paishaavand;Stasis ulcer (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
404019003;;Palissaadne inkapsuleerunud neuroom;Palisaded encapsulated neuroma (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
203045001;;Palmaarfastsia fibromatoos;Dupuytren's disease of palm (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703611003;;Palmaarne või plantaarne fibromatoos;Palmar/plantar type fibromatosis (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Palmaarne/plantaarne fibromatoos -> Palmaarne või plantaarne fibromatoos;
396870005;;Pankrease intraepiteliaalne neoplaasia (PanIN), high-grade;Pancreatic intraepithelial neoplasia-3: Flat or papillary mucinous epithelium with severe dysplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
42681006;;Pankrease saarekeste hüperplaasia;Islet cell hyperplasia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450893003;;Pankreatobiliaarne papillaarne kasvaja intraepiteliaalse neoplaasiaga, high-grade;Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia (morphologic abnormality);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia (morphologic abnormality)  -> Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia (morphologic abnormality);
450892008;;Pankreatobiliaarne papillaarne kasvaja intraepiteliaalse neoplaasiaga, low-grade;Non-invasive pancreatobiliary neoplasm (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
53618008;;Pankreatoblastoom;Pancreatoblastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
4797003;;Papillaarne adenokartsinoom;Papillary adenocarcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
86143001;;Papillaarne adenoom;Papillary adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128839002;;Papillaarne ependümoom;Papillary ependymoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450902001;;Papillaarne glioneuronaalne kasvaja;Papillary glioneuronal tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89791006;;Papillaarne hidradenoom;Papillary hidradenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;2- limaskesta low-grade neoplaasia
79521008;;Papillaarne hüperplaasia;Papillary hyperplasia (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
3009406016;;Papillaarne intralümfaatiline angioendotelioom;Papillary intralymphatic angioendomethelioma;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 128768006 Endovascular papillary angioendothelioma (morphologic abnormality);
25910003;;Papillaarne kartsinoom;Papillary carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
10376009;;Papillaarne kartsinoom in situ;Papillary carcinoma in situ (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21968007;;Kilpnäärme papillaarne kartsinoom, follikulaarne variant;Papillary carcinoma, follicular variant (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Papillaarne kartsinoom, follikulaarne variant -> Kilpnäärme papillaarne kartsinoom, follikulaarne variant;
128782006;;Papillaarne kraniofarüngioom;Craniopharyngioma, papillary (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
39056008;;Papillaarne lamerakuline kartsinoom;Papillary squamous cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128647004;;Papillaarne lamerakuline kartsinoom in situ;Papillary squamous cell carcinoma, non-invasive (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128840000;;Papillaarne meningioom;Papillary meningioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
201174019;;Papillaarne mesotelioom, healoomuline;Well differentiated papillary mesothelioma, benign;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 734100004 Well-differentiated papillary mesothelioma (morphologic abnormality);
703080008;;Papillaarne proliferatsioon;Papillary proliferation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
8934006;;Papillaarne süringoadenoom;Papillary syringadenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
45155001;;Papillaarne tsüst;Papillary cyst (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32140001;;Papillaarne tsüstadenoom;Papillary cystadenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
72222004;;Papillaarne tsüstiit;Papillary cystitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128625004;;Papillaarne uroteliaalne kasvaja, madala maliigsuspotentsiaaliga (PUNLMP);Papillary transitional cell neoplasm of low malignant potential (morphologic abnormality);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus nimetus: Papillaarne uroteliaalne kasvaja, madalmaliigne (PUNLMP) -> Papillaarne uroteliaalne kasvaja, madala maliigsuspotentsiaaliga (PUNLMP);
23730008;;Papilloom;Papilloma, no International Classification of Diseases for Oncology subtype (except papilloma of bladder M-81201) (morphologic abnormality);;0;19.12.2016;30.11.2021;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1157073002 Benign papilloma (morphologic abnormality);2- limaskesta low-grade neoplaasia
55608001;;Papuloosurtikaaria;Prurigo simplex (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
19668006;;Parabasaalkihi rakkude ülekaal;Predominance of parabasal cells (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
112405000;;Paracoccidioides sp;Paracoccidioides (organism);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus: Paracoccidioides spp. -> Paracoccidioides sp;
803009;;Paraganglioom;Paraganglioma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
65068000;;Parakeratoos;Parakeratosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
88233000;;Parapsoriaas;Parapsoriasis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
37763007;;Parasiit;Parasite (navigational concept);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
17322007;;Parasiithaigus;Disease caused by parasite (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75132008;;Parasiittsüst;Parasitic cyst (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128654005;;Parietaalrakuline kartsinoom;Parietal cell carcinoma (morphologic abnormality);;0;19.12.2016;;28.04.2020;Eesti Patoloogide Selts;1;Muudetud eestikeelne nimetus: Parietaalrakuline adenokartsinoom-> Parietaalrakuline kartsinoom;4- vähk
128918008;;Parostaalne osteosarkoom;Parosteal osteosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
51793002;;Partsiaalne hüdatidoosmool;Partial hydatidiform mole (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
309198006;;Patoloogiline histoloogiline leid;Abnormal histology findings (finding);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
18115005;;Patoloogiline lubjastumine;Pathologic calcification, calcified structure (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
23875004;;Patoloogilist leidu ei ole;No pathologic diagnosis (finding);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
87290003;;Pea kaasasündinud väärarend;Congenital anomaly of head (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
67073007;;Pealispinna seroosne papilloom;Serous surface papilloma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
20848007;;Pedikuloos;Infestation caused by Pediculus (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
255148008;;Peenise intraepiteliaalne neoplaasia;Penile intraepithelial neoplasia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
235844004;;Peensoole fokaalsegmentaarne isheemia;Focal segmental ischemia of small intestine (disorder);;0;19.12.2016;;30.09.2019;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;1- kasvajat ei ole
17465007;;Peensoole tsüstiline pneumatoos;Pneumatosis cystoides intestinalis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75581001;;Peensoolehattude atroofia;Villous atrophy of intestine (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
82125002;;Pehmete kudede hiidrakuline kasvaja;Giant cell tumor of soft parts (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
48460009;;Pehmete kudede hiidrakuline kasvaja, pahaloomuline;Malignant giant cell tumor of soft parts (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
47623001;;Pehmete kudede kasvaja, healoomuline;Soft tissue tumor, benign (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
86142006;;Pemfigoid;Pemphigoid (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
57643001;;Peptiline refluksösofagiit;Peptic reflux disease (disorder);;0;19.12.2016;20.03.2018;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks SNOMED-i 31.01.2018 rahvusvahelises versioonis. Asendab diagnoos 266433003 Gastroösofageaalne reflukshaigus ösofagiidiga;
266433003;;Gastroösofageaalne reflukshaigus ösofagiidiga;Gastroesophageal reflux disease with esophagitis (disorder);;0;20.03.2018;;;Eesti Patoloogide Selts;1;;
15346004;;Perekondlik hüpoalfalipoproteineemia;Familial hypoalphalipoproteinemia (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
36191001;;Perforatsioon;Perforation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
51509007;;Periapenditsiit;Periappendicitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
135044015;;Periapikaalne granuloom;Periapical granuloma;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 81407003 Apical granuloma (disorder);
703653002;;Periduktaalne stromaalne kasvaja, low-grade;Periductal stromal tumor, low grade (morphologic abnormality);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Periductal stromal tumor, low-grade (morphologic abnormality) -> Periductal stromal tumor, low grade (morphologic abnormality);
89722009;;Perifeerne hiidrakuline granuloom;Giant cell epulis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
73676002;;Perifeerne neuroektodermaalne tuumor;Peripheral neuroectodermal tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703707001;;Perifeerne neuroektodermaalne tuumor/ Ewingi sarkoom;Ewing sarcoma / peripheral neuroectodermal tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75914009;;Perifeerne odontogeenne fibroom;Peripheral odontogenic fibroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
3172003;;Perifeerne T-rakklümfoom, teisiti täpsustamata;Peripheral T-cell lymphoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1163404000 Peripheral T-cell lymphoma (morphologic abnormality);
125365007;;Perifeerse tsooni nekroos;Peripheral zone necrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
41382006;;Perikanalikulaarne fibroadenoom;Pericanalicular fibroadenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
111373008;;Perikolangiit;Pericholangitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128795001;;Perineurioom;Perineurioma (morphologic abnormality);;0;19.12.2016;30.11.2021;20.03.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1156946007 Benign perineurioma (morphologic abnormality);2- limaskesta low-grade neoplaasia
59145000;;Perinukleaarne halo;Perinuclear halo (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
112673003;;Periodontaalne fibromatoosne epuulis;Fibromatous epulis of periodontal origin (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
53305005;;Periostaalne fibroom;Periosteal fibroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
65140001;;Periostaalne fibrosarkoom;Periosteal fibrosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128772005;;Periostaalne osteosarkoom;Periosteal osteosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
702403008;;Periosteaalne osteofüüt;Periosteal osteophyte (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
9266000;;Periosti kondroom;Juxtacortical chondroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
26211003;;Periosti kondrosarkoom;Juxtacortical chondrosarcoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703634007;;Peritoneaalne dissemineerunud leiomüomatoos;Leiomyomatosis, peritonealis disseminata (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
112679004;;Peritoneumi pseudomüksoom;Pseudomyxoma peritonei (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
15033003;;Peritonsillaarne abstsess;Peritonsillar abscess (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703604002;;Perivaskulaarne epitelioidrakuline kasvaja (PEComa), healoomuline;Perivascular epithelioid tumor, benign (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703605001;;Perivaskulaarne epitelioidrakuline kasvaja (PEComa), pahaloomuline;Perivascular epithelioid tumor, malignant (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
46283004;;Perivaskulaarne fibroos;Perivascular fibrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
48349004;;Perivaskulaarne põletik;Perivascular inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
277161008;;Peutz-Jeghersi polüüp;Peutz Jeghers polyp (morphologic abnormality);;0;19.12.2016;;31.05.2022;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Peutz Jehgers polyp (morphologic abnormality) -> Peutz Jeghers polyp (morphologic abnormality);1- kasvajat ei ole
51083003;;Pigmendiladestus;Structure showing abnormal deposition of pigment (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
21119008;;Pigmentneevus;Pigmented nevus, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;29.11.2018;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1163403006 Pigmented nevus (morphologic abnormality);
30494009;;Piirineevus;Junctional nevus (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
32408007;;Piiriplaadi hepatiit/ tükeldav nekroos;Piecemeal necrosis (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89996007;;Piirpahaloomuline Brenneri kasvaja;Brenner tumor, borderline malignancy (morphologic abnormality);;0;19.12.2016;;30.11.2020;Eesti Patoloogide Selts;1;Muudetud veerus Nimetus: Piirpahaloomuline Brenneri kasvaja/ atüüpiline proliferatiivne Brenneri kasvaja -> Piirpahaloomuline Brenneri kasvaja;
407344006;;Pikornaviirus;Family Picornaviridae (organism);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
24762001;;Pilomaatrikskartsinoom;Pilomatrix carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
44155009;;Pilomatriksoom;Pilomatrixoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
388600004;;Pilomüksoidne astrotsütoom;Pilomyxoid astrocytoma (morphologic abnormality);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Pilomxyoid astrocytoma (morphologic abnormality) -> Pilomyxoid astrocytoma (morphologic abnormality);
79404017;;Pilonidaalfistul;Pilonidal fistula;;0;19.12.2016;30.09.2019;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 47639008 Pilonidal cyst (disorder);
47639008;;Pilonidaaltsüst;Pilonidal cyst (disorder);;0;19.12.2016;;29.11.2018;Eesti Patoloogide Selts;1;Korrigeeritud SNOMED CT FSN: Cyst - pilonidal (disorder) -> Pilonidal cyst (disorder);
128854008;;Pilotsütaarne astrotsütoom;Pilocytic astrocytoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
81446001;;Pindleviv adenokartsinoom;Superficial spreading adenocarcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;4- vähk
55320002;;Pindleviv melanoom;Superficial spreading melanoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
61098004;;Pindmine basaalrakuline kartsinoom;Multifocal superficial basal cell carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
267812007;;Pindmine follikuliit;Superficial folliculitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
59225004;;Pindmine ja sügav perivaskulaarne dermatiit;Superficial AND deep perivascular dermatitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
31671006;;Pineoblastoom;Pineoblastoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
89096009;;Pineotsütoom;Pineocytoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
197699012;;Pinkuse fibroepitelioom;Fibroepithelioma of Pinkus type;;0;19.12.2016;11.09.2017;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks kuna Kood ja Pikk_nimetus (SNOMED CT FSN) muutus. Uus Kood ja Pikk_nimetus (SNOMED CT FSN) on 254703005 Fibroepithelioma of Pinkus (disorder);
254703005;;Pinkuse fibroepitelioom;Fibroepithelioma of Pinkus (disorder);;0;11.09.2017;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 197699012 Fibroepithelioma of Pinkus type;
450901008;;Pituitsütoom;Pituicytoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
70129008;;Placenta accreta;Placenta accreta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
11763009;;Placenta increta;Placenta increta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
25585008;;Placenta percreta;Placenta percreta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
13370002;;Plantaarfastsia fibromatoos;Plantar fascial fibromatosis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
63440008;;Plantaarne tüügas;Verruca plantaris (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
450909005;;Plasmoblastlümfoom;Plasmablastic lymphoma (morphologic abnormality);;0;19.12.2016;;13.12.2018;Eesti Patoloogide Selts;1;Lisatud JSV kood VSR-i jaoks;4- vähk
55921005;;Plasmarakkmüeloom;Multiple myeloma, no International Classification of Diseases for Oncology subtype (morphologic abnormality);;0;19.12.2016;31.05.2022;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks, seda asendab 1162576007 Plasma cell myeloma (morphologic abnormality);
21971004;;Plasmarakuline granuloom;Plasma cell granuloma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
62319002;;Plasmarakuline mastiit;Plasma cell mastitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
26246006;;Plasmarakuline põletik;Plasma cell inflammation (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;1- kasvajat ei ole
238921004;;Plasmarakuline vulviit;Plasma cell vulvitis (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
84693004;;Platsenta hattudevaheline verdumine;Intervillous hemorrhage of placenta (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
416836002;;Platsenta kinnituskoha sõlm;Placental site nodule (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
416635001;;Platsenta liigväljendunud kinnituskoht;Exaggerated placental site (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
75320001;;Platsenta trofoblastkasvaja;Placental site trophoblastic tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
51195001;;Platsentaarne polüüp;Placental polyp (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
128743009;;Pleksiformne fibrohistiotsütaarne kasvaja;Plexiform fibrohistiocytic tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
41252002;;Pleksiformne neurofibroom;Plexiform neurofibroma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
199940018;;Pleksiformne švannoom;Plexiform schwannoma;;0;19.12.2016;11.09.2017;;Eesti Patoloogide Selts;0;Tunnistatud kehtetuks kuna Kood ja Pikk_nimetus (SNOMED CT FSN) muutus. Uus Kood ja Pikk_nimetus (SNOMED CT FSN) on 254703005 Plexiform Schwannoma (morphologic abnormality);
253087008;;Pleksiformne švannoom;Plexiform Schwannoma (morphologic abnormality);;0;11.09.2017;;;Eesti Patoloogide Selts;1;Asendab kehtetuks tunnistatud diagnoosi 199940018 Plexiform schwannoma;
4916000;;Pleomorfism;Pleomorphism (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
8360001;;Pleomorfne adenoom;Pleomorphic adenoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
448015002;;Pleomorfne fibroom;Pleomorphic fibroma (disorder);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
703606000;;Pleomorfne hüaliniseeruv angiektaatiline kasvaja;Pleomorphic hyalinizing angiectatic tumor (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
16741004;;Pleomorfne kartsinoom;Pleomorphic carcinoma (morphologic abnormality);;0;19.12.2016;;;Eesti Patoloogide Selts;1;;
