Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;
A98.4;Ebola viirushaigus;Ebola viirushaigus;Ebola viirushaigus;0;1;01.01.2011;;;Terviseamet;1;;;
A98.5;Neerusündroomiga hemorraagiline palavik;Neerusündroomiga hemorraagiline palavik;Neerusündroomiga hemorraagiline palavik;0;1;01.01.2011;;;Terviseamet;1;;;
A98.6;Muud täpsustamata hemorraagilised viiruspalavikud;Muud täpsustamata hemorraagilised viiruspalavikud;Muud täpsustamata hemorraagilised viiruspalavikud;0;1;01.01.2011;;;Terviseamet;1;;;
A98.8;Muu täpsustatud hemorraagiline viiruspalavik;Muu täpsustatud hemorraagiline viiruspalavik;Muu täpsustatud hemorraagiline viiruspalavik;0;1;01.01.2011;;;Terviseamet;1;;;
A99;Täpsustamata hemorraagilised viiruspalavikud;Täpsustamata hemorraagilised viiruspalavikud;Täpsustamata hemorraagilised viiruspalavikud;;0;01.01.2011;;;Terviseamet;1;;;
B01;Tuulerõuged;Tuulerõuged;Tuulerõuged;;0;01.01.2011;;;Terviseamet;1;;;
B01.0;Tuulerõugemeningiit;Tuulerõugemeningiit;Tuulerõugemeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
B01.1;Tuulerõuge-entsefaliit;Tuulerõuge-entsefaliit;Tuulerõuge-entsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
B01.2;Tuulerõuge-pneumoonia;Tuulerõuge-pneumoonia;Tuulerõuge-pneumoonia;0;1;01.01.2011;;;Terviseamet;1;;;
B01.8;Muude tüsistustega tuulerõuged;Muude tüsistustega tuulerõuged;Muude tüsistustega tuulerõuged;0;1;01.01.2011;;;Terviseamet;1;;;
B01.9;Tüsistusteta tuulerõuged;Tüsistusteta tuulerõuged;Tüsistusteta tuulerõuged;0;1;01.01.2011;;;Terviseamet;1;;;
B03;Rõuged;Rõuged;Rõuged;;0;01.01.2011;;;Terviseamet;1;;;
B05;Leetrid;Leetrid;Leetrid;;0;01.01.2011;;;Terviseamet;1;;;
B05.0;Entsefaliidiga tüsistunud leetrid;Entsefaliidiga tüsistunud leetrid;Entsefaliidiga tüsistunud leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.1;Meningiidiga tüsistunud leetrid;Meningiidiga tüsistunud leetrid;Meningiidiga tüsistunud leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.2;Pneumooniaga tüsistunud leetrid;Pneumooniaga tüsistunud leetrid;Pneumooniaga tüsistunud leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.3;Keskkõrvapõletikuga tüsistunud leetrid;Keskkõrvapõletikuga tüsistunud leetrid;Keskkõrvapõletikuga tüsistunud leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.4;Sooletüsistustega leetrid;Sooletüsistustega leetrid;Sooletüsistustega leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.8;Muude tüsistustega leetrid;Muude tüsistustega leetrid;Muude tüsistustega leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B05.9;Tüsistusteta leetrid;Tüsistusteta leetrid;Tüsistusteta leetrid;0;1;01.01.2011;;;Terviseamet;1;;;
B06;Punetised;Punetised;Punetised;;0;01.01.2011;;;Terviseamet;1;;;
B06.0;Punetised neuroloogiliste tüsistustega;Punetised neuroloogiliste tüsistustega;Punetised neuroloogiliste tüsistustega;0;1;01.01.2011;;;Terviseamet;1;;;
B06.8;Punetised muude tüsistustega;Punetised muude tüsistustega;Punetised muude tüsistustega;0;1;01.01.2011;;;Terviseamet;1;;;
B06.9;Tüsistusteta punetised;Tüsistusteta punetised;Tüsistusteta punetised;0;1;01.01.2011;;;Terviseamet;1;;;
B15;Äge A-viirushepatiit;Äge A-viirushepatiit;Äge A-viirushepatiit;;0;01.01.2011;;;Terviseamet;1;;;
B15.0;A-viirushepatiit maksakoomaga;A-viirushepatiit maksakoomaga;A-viirushepatiit maksakoomaga;0;1;01.01.2011;;;Terviseamet;1;;;
B15.9;A-viirushepatiit maksakoomata;A-viirushepatiit maksakoomata;A-viirushepatiit maksakoomata;0;1;01.01.2011;;;Terviseamet;1;;;
B16;Äge B-viirushepatiit;Äge B-viirushepatiit;Äge B-viirushepatiit;;0;01.01.2011;;;Terviseamet;1;;;
B16.0;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomaga;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomaga;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomaga;0;1;01.01.2011;;;Terviseamet;1;;;
B16.1;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomata;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomata;Äge B-viirushepatiit delta-agensiga (kaasnakkus) maksakoomata;0;1;01.01.2011;;;Terviseamet;1;;;
B16.2;Äge B-viirushepatiit delta-agensita maksakoomaga;Äge B-viirushepatiit delta-agensita maksakoomaga;Äge B-viirushepatiit delta-agensita maksakoomaga;0;1;01.01.2011;;;Terviseamet;1;;;
B16.9;Äge B-viirushepatiit delta-agensita maksakoomata;Äge B-viirushepatiit delta-agensita maksakoomata;Äge B-viirushepatiit delta-agensita maksakoomata;0;1;01.01.2011;;;Terviseamet;1;;;
B17;Muud ägedad viirushepatiidid;Muud ägedad viirushepatiidid;Muud ägedad viirushepatiidid;;0;01.01.2011;;;Terviseamet;1;;;
B17.0;B-hepatiidi viiruskandja äge delta-(super)infektsioon;B-hepatiidi viiruskandja äge delta-(super)infektsioon;B-hepatiidi viiruskandja äge delta-(super)infektsioon;0;1;01.01.2011;;;Terviseamet;1;;;
B17.1;Äge C-hepatiit;Äge C-hepatiit;Äge C-hepatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B17.2;Äge E-hepatiit;Äge E-hepatiit;Äge E-hepatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B17.8;Muu äge täpsustatud viirushepatiit;Muu äge täpsustatud viirushepatiit;Muu äge täpsustatud viirushepatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B18.0;Krooniline B-viirushepatiit delta-agensiga;Krooniline B-viirushepatiit delta-agensiga;Krooniline B-viirushepatiit delta-agensiga;0;1;01.01.2011;;;Terviseamet;1;;;
B18.1;Krooniline B-viirushepatiit delta-agensita;Krooniline B-viirushepatiit delta-agensita;Krooniline B-viirushepatiit delta-agensita;0;1;01.01.2011;;;Terviseamet;1;;;
B18.2;Krooniline C-viirushepatiit;Krooniline C-viirushepatiit;Krooniline C-viirushepatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B18.8;Muud kroonilised viirushepatiidid;Muud kroonilised viirushepatiidid;Muud kroonilised viirushepatiidid;0;1;01.01.2011;;;Terviseamet;1;;;
B18.9;Täpsustamata krooniline viirushepatiit;Täpsustamata krooniline viirushepatiit;Täpsustamata krooniline viirushepatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B19 ;Täpsustamata viirushepatiit;Täpsustamata viirushepatiit;Täpsustamata viirushepatiit;;0;01.01.2011;;;Terviseamet;1;;;
B19.0;Täpsustamata viirushepatiit koomaga;Täpsustamata viirushepatiit koomaga;Täpsustamata viirushepatiit koomaga;0;1;01.01.2011;;;Terviseamet;1;;;
B19.9;Täpsustamata viirushepatiit koomata;Täpsustamata viirushepatiit koomata;Täpsustamata viirushepatiit koomata;0;1;01.01.2011;;;Terviseamet;1;;;
B20.0;Mükobakternakkusena avalduv HIV-tõbi  ;Mükobakternakkusena avalduv HIV-tõbi  ;Mükobakternakkusena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.1;Muude bakternakkustena avalduv HIV-tõbi  ;Muude bakternakkustena avalduv HIV-tõbi  ;Muude bakternakkustena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.2;Tsütomegaloviirushaigusena avalduv HIV-tõbi  ;Tsütomegaloviirushaigusena avalduv HIV-tõbi  ;Tsütomegaloviirushaigusena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.3;Muude viirusnakkustena avalduv HIV-tõbi  ;Muude viirusnakkustena avalduv HIV-tõbi  ;Muude viirusnakkustena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.4;Kandidiaasina avalduv HIV-tõbi  ;Kandidiaasina avalduv HIV-tõbi  ;Kandidiaasina avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.5;Muude mükoosidena avalduv HIV-tõbi  ;Muude mükoosidena avalduv HIV-tõbi  ;Muude mükoosidena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.6;Pneumocystis carinii-pneumooniana avalduv HIV-tõbi  ;Pneumocystis carinii-pneumooniana avalduv HIV-tõbi  ;Pneumocystis carinii-pneumooniana avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.7;Mitmiknakkusena avalduv HIV-tõbi  ;Mitmiknakkusena avalduv HIV-tõbi  ;Mitmiknakkusena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.8;Muude nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;Muude nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;Muude nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B20.9;Täpsustamata nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;Täpsustamata nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;Täpsustamata nakkus- ja parasiithaigustena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.0;Kaposi sarkoomina avalduv HIV-tõbi  ;Kaposi sarkoomina avalduv HIV-tõbi  ;Kaposi sarkoomina avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.1;Burkitti lümfoomina avalduv HIV-tõbi  ;Burkitti lümfoomina avalduv HIV-tõbi  ;Burkitti lümfoomina avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.2;Mitte-Hodgkini lümfoomi muude tüüpidena avalduv HIV-tõbi  ;Mitte-Hodgkini lümfoomi muude tüüpidena avalduv HIV-tõbi  ;Mitte-Hodgkini lümfoomi muude tüüpidena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.3;Muude lümfoidse, vereloome- ja sellesarnase koe pahaloomuliste kasvajatena avalduv HIV-tõbi  ;Muude lümfoidse, vereloome- ja sellesarnase koe pahaloomuliste kasvajatena avalduv HIV-tõbi  ;Muude lümfoidse, vereloome- ja sellesarnase koe pahaloomuliste kasvajatena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.7;Mitme pahaloomulise kasvajatena avalduv HIV-tõbi  ;Mitme pahaloomulise kasvajatena avalduv HIV-tõbi  ;Mitme pahaloomulise kasvajatena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.8;Muude pahaloomuliste kasvajatena avalduv HIV-tõbi  ;Muude pahaloomuliste kasvajatena avalduv HIV-tõbi  ;Muude pahaloomuliste kasvajatena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B21.9;Täpsustamata pahaloomulise kasvajana avalduv HIV-tõbi  ;Täpsustamata pahaloomulise kasvajana avalduv HIV-tõbi  ;Täpsustamata pahaloomulise kasvajana avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B22.0;Entsefalopaatiana avalduv HIV-tõbi  ;Entsefalopaatiana avalduv HIV-tõbi  ;Entsefalopaatiana avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B22.1;Interstitsiaalse lümfoidse pneumoniidina avalduv HIV-tõbi  ;Interstitsiaalse lümfoidse pneumoniidina avalduv HIV-tõbi  ;Interstitsiaalse lümfoidse pneumoniidina avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B22.2;Kurtumussündroomina avalduv HIV-tõbi  ;Kurtumussündroomina avalduv HIV-tõbi  ;Kurtumussündroomina avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B22.7;Mitme MK haigusena avalduv HIV-tõbi  ;Mitme MK haigusena avalduv HIV-tõbi  ;Mitme MK haigusena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B23.0;Äge HIV-nakkuse sündroom  ;Äge HIV-nakkuse sündroom  ;Äge HIV-nakkuse sündroom  ;0;1;01.01.2011;;;Terviseamet;1;;;
B23.1;Generaliseerunud (persistentse) lümfadenopaatiana avalduv HIV-tõbi  ;Generaliseerunud (persistentse) lümfadenopaatiana avalduv HIV-tõbi  ;Generaliseerunud (persistentse) lümfadenopaatiana avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B23.2;Mkta hematoloogiliste ja immunoloogiliste hälvetena avalduv HIV-tõbi  ;Mkta hematoloogiliste ja immunoloogiliste hälvetena avalduv HIV-tõbi  ;Mkta hematoloogiliste ja immunoloogiliste hälvetena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B23.8;Muude täpsustatud haigusseisunditena avalduv HIV-tõbi  ;Muude täpsustatud haigusseisunditena avalduv HIV-tõbi  ;Muude täpsustatud haigusseisunditena avalduv HIV-tõbi  ;0;1;01.01.2011;;;Terviseamet;1;;;
B24;Täpsustamata HIV-tõbi  ;Täpsustamata HIV-tõbi  ;Täpsustamata HIV-tõbi  ;;0;01.01.2011;;;Terviseamet;1;;;
B26;Mumps;Mumps;Mumps;;0;01.01.2011;;;Terviseamet;1;;;
B26.0;Mumpsiorhiit;Mumpsiorhiit;Mumpsiorhiit;0;1;01.01.2011;;;Terviseamet;1;;;
B26.1;Mumpsimeningiit;Mumpsimeningiit;Mumpsimeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
B26.2;Mumpsientsefaliit;Mumpsientsefaliit;Mumpsientsefaliit;0;1;01.01.2011;;;Terviseamet;1;;;
B26.3;Mumpsipankreatiit;Mumpsipankreatiit;Mumpsipankreatiit;0;1;01.01.2011;;;Terviseamet;1;;;
B26.8;Muud mumpsitüsistused;Muud mumpsitüsistused;Muud mumpsitüsistused;0;1;01.01.2011;;;Terviseamet;1;;;
B26.9;Tüsistusteta mumps;Tüsistusteta mumps;Tüsistusteta mumps;0;1;01.01.2011;;;Terviseamet;1;;;
B27;Nakkuslik mononukleoos;Nakkuslik mononukleoos;Nakkuslik mononukleoos;;0;01.01.2011;01.04.2013;;Terviseamet;0;;;
B27.0;Gammaherpesviirus-mononukleoos;Gammaherpesviirus-mononukleoos;Gammaherpesviirus-mononukleoos;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B27.1;Tsütomegaloviirus-mononukleoos;Tsütomegaloviirus-mononukleoos;Tsütomegaloviirus-mononukleoos;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B27.8;Muu nakkuslik mononukleoos;Muu nakkuslik mononukleoos;Muu nakkuslik mononukleoos;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B27.9;Täpsustamata nakkuslik mononukleoos;Täpsustamata nakkuslik mononukleoos;Täpsustamata nakkuslik mononukleoos;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B50;Plasmodium falciparum-malaaria;Plasmodium falciparum-malaaria;Plasmodium falciparum-malaaria;;0;01.01.2011;;;Terviseamet;1;;;
B50.0;Plasmodium falciparum-malaaria peaajutüsistustega;Plasmodium falciparum-malaaria peaajutüsistustega;Plasmodium falciparum-malaaria peaajutüsistustega;0;1;01.01.2011;;;Terviseamet;1;;;
B50.8;Muu raske ja tüsistunud Plasmodium falciparum-malaaria;Muu raske ja tüsistunud Plasmodium falciparum-malaaria;Muu raske ja tüsistunud Plasmodium falciparum-malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B50.9;Täpsustamata Plasmodium falciparum-malaaria;Täpsustamata Plasmodium falciparum-malaaria;Täpsustamata Plasmodium falciparum-malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B51;Plasmodium vivax-malaaria;Plasmodium vivax-malaaria;Plasmodium vivax-malaaria;;0;01.01.2011;;;Terviseamet;1;;;
B51.0;Plasmodium vivax-malaaria põrnarebendiga;Plasmodium vivax-malaaria põrnarebendiga;Plasmodium vivax-malaaria põrnarebendiga;0;1;01.01.2011;;;Terviseamet;1;;;
B51.8;Plasmodium vivax-malaaria muude tüsistustega;Plasmodium vivax-malaaria muude tüsistustega;Plasmodium vivax-malaaria muude tüsistustega;0;1;01.01.2011;;;Terviseamet;1;;;
B51.9;Tüsistusteta Plasmodium vivax-malaaria;Tüsistusteta Plasmodium vivax-malaaria;Tüsistusteta Plasmodium vivax-malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B52;Plasmodium malariae-malaaria;Plasmodium malariae-malaaria;Plasmodium malariae-malaaria;;0;01.01.2011;;;Terviseamet;1;;;
B52.0;Plasmodium malariae-malaaria nefropaatiaga;Plasmodium malariae-malaaria nefropaatiaga;Plasmodium malariae-malaaria nefropaatiaga;0;1;01.06.2020;;;Terviseamet;1;;;
B52.8;Muude tüsistustega Plasmodium malariae-malaaria;Muude tüsistustega Plasmodium malariae-malaaria;Muude tüsistustega Plasmodium malariae-malaaria;0;1;01.06.2020;;;Terviseamet;1;;;
B52.9;Tüsistusteta Plasmodium malariae-malaaria;Tüsistusteta Plasmodium malariae-malaaria;Tüsistusteta Plasmodium malariae-malaaria;0;1;01.06.2020;;;Terviseamet;1;;;
B53;Parasitoloogiliselt kinnitatud muu malaaria;Parasitoloogiliselt kinnitatud muu malaaria;Parasitoloogiliselt kinnitatud muu malaaria;;0;01.01.2011;;;Terviseamet;1;;;
B53.0;Plasmodium ovale-malaaria;Plasmodium ovale-malaaria;Plasmodium ovale-malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B53.1;Ahviplasmoodiumide-malaaria;Ahviplasmoodiumide-malaaria;Ahviplasmoodiumide-malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B53.8;Muu mujal klassifitseerimata parasitoloogiliselt kinnitatud malaaria;Muu mujal klassifitseerimata parasitoloogiliselt kinnitatud malaaria;Muu mujal klassifitseerimata parasitoloogiliselt kinnitatud malaaria;0;1;01.01.2011;;;Terviseamet;1;;;
B54;Täpsustamata malaaria;Täpsustamata malaaria;Täpsustamata malaaria;;0;01.01.2011;;;Terviseamet;1;;;
B58;Toksoplasmoos;Toksoplasmoos;Toksoplasmoos;;0;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.0;Toksoplasma-okulopaatia;Toksoplasma-okulopaatia;Toksoplasma-okulopaatia;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.1;Toksoplasma-hepatiit;Toksoplasma-hepatiit;Toksoplasma-hepatiit;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.2;Toksoplasma-meningoentsefaliit;Toksoplasma-meningoentsefaliit;Toksoplasma-meningoentsefaliit;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.3;Kopsutoksoplasmoos;Kopsutoksoplasmoos;Kopsutoksoplasmoos;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.8;Toksoplasmoos muude elundite haaratusega;Toksoplasmoos muude elundite haaratusega;Toksoplasmoos muude elundite haaratusega;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B58.9;Täpsustamata toksoplasmoos;Täpsustamata toksoplasmoos;Täpsustamata toksoplasmoos;0;1;01.01.2011;16.03.2019;;Terviseamet;0;Määratud kehtetuks tervise- ja tööministri määruse nr 24 §1 alusel;;
B67;Ehhinokokoos;Ehhinokokoos;Ehhinokokoos;;0;01.01.2011;;;Terviseamet;1;;;
B67.0;Maksa Echinococcus granulosus-nakkus;Maksa Echinococcus granulosus-nakkus;Maksa Echinococcus granulosus-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.1;Kopsu Echinococcus granulosus-nakkus;Kopsu Echinococcus granulosus-nakkus;Kopsu Echinococcus granulosus-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.2;Luu Echinococcus granulosus-nakkus;Luu Echinococcus granulosus-nakkus;Luu Echinococcus granulosus-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.3;Muude ja hulgipaikmete Echinococcus granulosus-nakkus;Muude ja hulgipaikmete Echinococcus granulosus-nakkus;Muude ja hulgipaikmete Echinococcus granulosus-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.4;Täpsustamata Echinococcus granulosus-nakkus;Täpsustamata Echinococcus granulosus-nakkus;Täpsustamata Echinococcus granulosus-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.5;Maksa Echinococcus multilocularis-nakkus;Maksa Echinococcus multilocularis-nakkus;Maksa Echinococcus multilocularis-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.6;Muude ja hulgipaikmete Echinococcus multilocularis-nakkus;Muude ja hulgipaikmete Echinococcus multilocularis-nakkus;Muude ja hulgipaikmete Echinococcus multilocularis-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.7;Täpsustamata Echinococcus multilocularis-nakkus;Täpsustamata Echinococcus multilocularis-nakkus;Täpsustamata Echinococcus multilocularis-nakkus;0;1;01.01.2011;;;Terviseamet;1;;;
B67.8;Maksa täpsustamata ehhinokokoos;Maksa täpsustamata ehhinokokoos;Maksa täpsustamata ehhinokokoos;0;1;01.01.2011;;;Terviseamet;1;;;
B67.9;Muu ja täpsustamata ehhinokokoos;Muu ja täpsustamata ehhinokokoos;Muu ja täpsustamata ehhinokokoos;0;1;01.01.2011;;;Terviseamet;1;;;
B70.0;"Difüllobotrioos; Diphyllobothrium (täiskasvanu; latum; pacificum)-nakkus; Kalapaeluss(nakkus)";"Difüllobotrioos; Diphyllobothrium (täiskasvanu; latum; pacificum)-nakkus; Kalapaeluss(nakkus)";"Difüllobotrioos; Diphyllobothrium (täiskasvanu; latum; pacificum)-nakkus; Kalapaeluss(nakkus)";0;1;01.01.2011;;;Terviseamet;1;;;
B75;Trihhinelloos;Trihhinelloos;Trihhinelloos;;0;01.01.2011;;;Terviseamet;1;;;
B77;Askaridiaas e solgetõbi;Askaridiaas e solgetõbi;Askaridiaas e solgetõbi;;0;01.01.2011;01.04.2013;;Terviseamet;0;;;
B77.0;Sooletüsistustega solgetõbi;Sooletüsistustega solgetõbi;Sooletüsistustega solgetõbi;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B77.8;Askaridiaas muude tüsistustega;Askaridiaas muude tüsistustega;Askaridiaas muude tüsistustega;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B77.9;Täpsustamata askaridiaas;Täpsustamata askaridiaas;Täpsustamata askaridiaas;0;1;01.01.2011;01.04.2013;;Terviseamet;0;;;
B80;Enterobiaas e naaskelsabatõbi;Enterobiaas e naaskelsabatõbi;Enterobiaas e naaskelsabatõbi;;0;01.01.2011;01.04.2013;;Terviseamet;0;;;
B86;Skaabies e sügelised;Skaabies e sügelised;Skaabies e sügelised;;0;01.01.2011;01.04.2013;;Terviseamet;0;;;
G00.0;Haemophilus-meningiit;Haemophilus-meningiit;Haemophilus-meningiit;0;1;01.01.2011;;;Terviseamet;1;;;
G00.1;Pneumokokkmeningiit;Pneumokokkmeningiit;Pneumokokkmeningiit;0;1;01.01.2011;;;Terviseamet;1;;;
G61.0;"Guillaini-Barré sündroom; Äge nakkuslik polüneuriit";"Guillaini-Barré sündroom; Äge nakkuslik polüneuriit";"Guillaini-Barré sündroom; Äge nakkuslik polüneuriit";0;1;01.01.2011;;;Terviseamet;1;;;
J06;Ülemiste hingamisteede hulgi ja täpsustamata paikmega ägedad nakkused;Ülemiste hingamisteede hulgi ja täpsustamata paikmega ägedad nakkused;Ülemiste hingamisteede hulgi ja täpsustamata paikmega ägedad nakkused;;0;01.01.2011;28.01.2021;;Terviseamet;1;;;
J06.0;Äge kõri-neelupõletik e larüngofarüngiit;Äge kõri-neelupõletik e larüngofarüngiit;Äge kõri-neelupõletik e larüngofarüngiit;0;1;01.01.2011;28.01.2021;;Terviseamet;1;;;
J06.8;Muud ägedad ülemiste hingamisteede hulgipaikmelised nakkused;Muud ägedad ülemiste hingamisteede hulgipaikmelised nakkused;Muud ägedad ülemiste hingamisteede hulgipaikmelised nakkused;0;1;01.01.2011;28.01.2021;;Terviseamet;1;;;
J06.9;Täpsustamata ägedad ülemiste hingamisteede nakkused;Täpsustamata ägedad ülemiste hingamisteede nakkused;Täpsustamata ägedad ülemiste hingamisteede nakkused;0;1;01.01.2011;28.01.2021;;Terviseamet;1;;;
J09;Linnugripp, linnugripiviirus tuvastatud;Linnugripp, linnugripiviirus tuvastatud;Linnugripp, linnugripiviirus tuvastatud;;0;01.01.2011;;;Terviseamet;1;;;
J10;Gripp, gripiviirus tuvastatud;Gripp, gripiviirus tuvastatud;Gripp, gripiviirus tuvastatud;;0;01.01.2011;;;Terviseamet;1;;;
J10.0;Gripp koos pneumooniaga, gripiviirus tuvastatud;Gripp koos pneumooniaga, gripiviirus tuvastatud;Gripp koos pneumooniaga, gripiviirus tuvastatud;0;1;01.01.2011;;;Terviseamet;1;;;
J10.1;Gripp koos muude respiratoorsete ilmingutega, gripiviirus tuvastatud;Gripp koos muude respiratoorsete ilmingutega, gripiviirus tuvastatud;Gripp koos muude respiratoorsete ilmingutega, gripiviirus tuvastatud;0;1;01.01.2011;;;Terviseamet;1;;;
J10.8;Gripp koos teiste ilmingutega, gripiviirus tuvastatud;Gripp koos teiste ilmingutega, gripiviirus tuvastatud;Gripp koos teiste ilmingutega, gripiviirus tuvastatud;0;1;01.01.2011;;;Terviseamet;1;;;
J11;Gripp, viirus tuvastamata;Gripp, viirus tuvastamata;Gripp, viirus tuvastamata;;0;01.01.2011;;;Terviseamet;1;;;
J11.0;Gripp koos pneumooniaga, viirus tuvastamata;Gripp koos pneumooniaga, viirus tuvastamata;Gripp koos pneumooniaga, viirus tuvastamata;0;1;01.01.2011;;;Terviseamet;1;;;
J11.1;Gripp koos muude respiratoorsete ilmingutega, viirus tuvastamata;Gripp koos muude respiratoorsete ilmingutega, viirus tuvastamata;Gripp koos muude respiratoorsete ilmingutega, viirus tuvastamata;0;1;01.01.2011;;;Terviseamet;1;;;
J11.8;Gripp koos teiste ilmingutega, gripiviirus tuvastamata;Gripp koos teiste ilmingutega, gripiviirus tuvastamata;Gripp koos teiste ilmingutega, gripiviirus tuvastamata;0;1;01.01.2011;;;Terviseamet;1;;;
J13;Streptococcus pneumoniae tekkene kopsupõletik e pneumoonia;Streptococcus pneumoniae tekkene kopsupõletik e pneumoonia;Streptococcus pneumoniae tekkene kopsupõletik e pneumoonia;;0;01.01.2011;;;Terviseamet;1;;;
J14;Haemophilus influenzae tekkene kopsupõletik e pneumoonia;Haemophilus influenzae tekkene kopsupõletik e pneumoonia;Haemophilus influenzae tekkene kopsupõletik e pneumoonia;;0;01.01.2011;;;Terviseamet;1;;;
