Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
3. tasand;LWE;Kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;;;2;01.01.2003;;;1;;;;;;
kood;LWE00;Kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;Reoperation for deep haemorrhage in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWE01;Perkutaanne endoskoopiline kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;Percutaneous endoscopic reoperation for deep haemorrhage in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWE02;Transluminaalne endoskoopiline kordusoperatsioon sisemise verejooksu korral günekoloogilises kirurgias;Transluminal endoscopic reoperation for deep haemorrhage in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;LWF;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral günekoloogilises kirurgias;;;2;01.01.2003;;;1;;;;;;
kood;LWF00;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral günekoloogilises kirurgias;Reoperation for insufficiency of anastomosis or suture in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWF01;Perkutaanne endoskoopiline kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral günekoloogilises kirurgias;Percutaneous endoscopic reoperation for insufficiency of anastomosis or suture in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWK03;Tsüstopeksia lingu läbilõikamine;Cutting of sling cystopexy sling;;3;01.01.2022;31.12.2022;;1;Uus kood LEG70;;;;;
kood;LWL03;Hüsteropeksia võrgu korrektsioon;Hysteropexy net correction;;3;01.01.2022;31.12.2022;;1;Uus kood LEG80;;;;;
3. tasand;LWW;Muud kordusoperatsioonid günekoloogilises kirurgias;;;2;01.01.2003;;;1;;;;;;
kood;LWW00;Korduv emakaõõne abrasioon indutseeritud abordi järel;Reevacuation of uterus after provoked abortion;;3;01.01.2022;;;1;;;;;;
kood;LWW96;Muu kordusoperatsioon günekoloogilises kirurgias;Other reoperation in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWW97;Muu perkutaanne endoskoopiline kordusoperatsioon günekoloogilises kirurgias;Other percutaneous endoscopic reoperation in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LWW98;Muu transluminaalne endoskoopiline kordusoperatsioon günekoloogilises kirurgias;Other transluminal endoscopic reoperation in gynaecological surgery;;3;01.01.2003;;;1;;;;;;
kood;LX1LT;Suguelundite kahjustuse termokoagulatsioon ;Heat coagulation of lesion in obstetric organs;;3;01.01.2022;31.12.2022;;1;Uus kood LFB31;;;;;
peatükk;M;Sünnitusabi protseduurid;;;0;01.01.2003;;;1;;;;;;
2. tasand;MA;Protseduurid raseduse ajal ja sünnitusel;;;1;01.01.2003;;;1;;;;;;
kood;MA0AT;Koorioni biopsia ultraheli kontrolli all;Chorion biopsy with ultrasound guidance;;3;01.01.2022;31.12.2022;;1;Uus kood MAA01;;;;;
kood;MA3AE;Varase raseduse (I trimestri) kombineeritud sõeluuring;Early pregnancy combined screening;;3;01.01.2022;31.12.2022;;1;Uus kood XLM00;;;;;
3. tasand;MAA;Rasedusaegsed operatsioonid emakal ja lootel;;;2;01.01.2003;;;1;;;;;;
kood;MAA00;Amniotsentees;Amniocentesis;;3;01.01.2003;;;1;;;;;;
kood;MAA01;Koorioni biopsia ultraheli kontrolli all;Chorion biopsy with ultrasound guidance;;3;01.01.2023;;;1;;;;;;
kood;MAA03;Intraamniaalne infusioon;Intra-amniotic infusion;;3;01.01.2003;;;1;;;;;;
kood;MAA06;Amnioreduktsioon;Amnioreduction;;3;01.01.2010;;;1;;;;;;
kood;MAA10;Koorionihatu biopsia;Biopsy of chorionic villus;;3;01.01.2003;;;1;;;;;;
kood;MAA12;Koorionihatu mikrohüsteroskoopiline biopsia ;Microhysteroscopic biopsy of chorionic villus;;3;01.01.2022;;;1;;;;;;
kood;MAA20;Emakasisese rasestumisvastase vahendi eemaldamine ultraheli kontrolliga;Removal of intrauterine device with ultrasound guidance;;3;01.01.2022;;;1;;;;;;
kood;MAA22;Hüsteroskoopiline emakasisese vahendi eemaldamine raseduse ajal;Hysteroscopic removal of intrauterine device from pregnant uterus;;3;01.01.2003;;;1;;;;;;
kood;MAA30;Kordotsentees;Chordocentesis;;3;01.01.2003;;;1;;;;;;
kood;MAA32;Loote nabaveresoonte kateteriseerimine;Catheterisation of umbilical vessels of fetus;;3;01.01.2022;;;1;;;;;;
kood;MAA34;Infusioon loote nabaveresoonde või kõhuõõnde;Infusion to umbilical vessel or abdominal cavity of fetus;;3;01.01.2022;;;1;;;;;;
kood;MAA40;Loote punktsioon;Puncture of fetus;;3;01.01.2003;;;1;;;;;;
kood;MAA41;Loote üsasisese vereanalüüsi võtmine;Transvaginal blood drawing from fetus;;3;01.01.2023;;;1;;;;;;
kood;MAA43;Loote biopsia;Biopsy of fetus;;3;01.01.2003;;;1;;;;;;
kood;MAA51;Embrüoskoopia;Embryoscopy;;3;01.01.2003;;;1;;;;;;
kood;MAA52;Embrüo külmutamine;Storage of embryo;;3;01.01.2023;;;1;;;;;;
kood;MAA54;Fetoskoopia;Fetoscopy;;3;01.01.2003;;;1;;;;;;
kood;MAA82;Platsenta anastomooside laserkoagulatsioon;Lasercoagulation of placental anastomoses;;3;01.01.2022;;;1;;;;;;
kood;MAA96;Muu rasedusaegne operatsioon emakal või lootel;Other intrauterine operation on pregnant uterus or fetus;;3;01.01.2003;;;1;;;;;;
kood;MAA98;Muu hüsteroskoopiline protseduur emakal raseduse ajal või lootel;Other hysteroscopic procedure on pregnant uterus or fetus;;3;01.01.2003;;;1;;;;;;
3. tasand;MAB;Mitmesugused rasedusaegsed protseduurid emakal või lootel;;;2;01.01.2003;;;1;;;;;;
kood;MAB00;Emakakaelale õmbluse asetamine raseduse ajal;Cerclage of cervix of pregnant uterus;;3;01.01.2003;;;1;;;;;;
kood;MAB03;Emakakaela õmbluse eemaldamine enne sünnitust;Removal of cerclage of cervix uteri before childbirth;;3;01.01.2003;;;1;;;;;;
kood;MAB04;Emaka kokkutõmmete pärssimine enneaegsel sünnitusel;Suppression of uterine contractions in premature labor;;3;01.01.2022;;;1;;;;;;
kood;MAB10;Loote väline pööre;External version;;3;01.01.2003;;;1;;;;;;
kood;MAB20;Ebaõnnestunud loote väline pööre;Failed external version;;3;01.01.2003;;;1;;;;;;
3. tasand;MAC;Sünnituse instrumentaalne esilekutsumine;;;2;01.01.2003;;;1;;;;;;
kood;MAC00;Looteveepõie avamine;Rupture of amniotic membrane;;3;01.01.2003;;;1;;;;;;
kood;MAC02;Looteveepõie avamine sünnituse ajal;Amniotomia during labor;;3;01.01.2022;;;1;;;;;;
kood;MAC03;Sünnitustegevuse esilekutsumine vibraatoriga;Induction of labor with vibrator;;3;01.01.2023;;;1;;;;;;
kood;MAC04;Vettesünnituse abistamine;Assistance of water birth;;3;01.01.2023;;;1;;;;;;
kood;MAC10;Emakakaelakanali sünnituseelne laiendamine;Antepartum dilatation of cervical canal;;3;01.01.2003;;;1;;;;;;
kood;MAC20;Vaakum traktsioon;Vacuum traction;;3;01.01.2010;;;1;;;;;;
kood;MAC23;Traktsioon tangidega;Forceps traction;;3;01.01.2010;;;1;;;;;;
kood;MAC31;Sünnitustegevuse esilekutsumine prostaglandiinidega;Prostaglandin induction of labor;;3;01.01.2023;;;1;;;;;;
kood;MAC32;Sünnitustegevuse esilekutsumine või stimuleerimine oksütotsiiniga;Induction or stimulation of labor with oxytocin;;3;01.01.2023;;;1;;;;;;
kood;MAC90;Ettevalmistus sünnituseks;Training for labour and delivery;;3;01.01.2023;;;1;;;;;;
kood;MAC91;Amnioniväline infusioon sünnituse esilekutsumiseks;Extra-amniotic infusion to induce labor;;3;01.01.2022;;;1;;;;;;
kood;MAC96;Sünnituse instrumentaalne esilekutsumine või edendamine;Other surgical induction of labour;;3;01.01.2003;;;1;;;;;;
3. tasand;MAD;Sünnitusteede laiendamine sünnituse abistamiseks;;;2;01.01.2003;;;1;;;;;;
kood;MAD00;Emakakaela intsisioon sünnituse abistamiseks;Incision of cervix to assist delivery;;3;01.01.2003;;;1;;;;;;
kood;MAD20;Pubiotoomia sünnituse abistamiseks;Pubiotomy to assist delivery;;3;01.01.2003;;;1;;;;;;
kood;MAD96;Sünnitusteede muu laiendamine sünnituse abistamiseks;Other expansion of passages to assist delivery;;3;01.01.2003;;;1;;;;;;
3. tasand;MAE;Vaakumsünnitus;;;2;01.01.2003;;;1;;;;;;
kood;MAE00;Vaakumsünnitus;Outlet vacuum delivery;;3;01.01.2003;;;1;;;;;;
kood;MAE03;Õõne- või kõrge vaakumsünnitus;Mid-cavity or high vacuum delivery;;3;01.01.2003;;;1;;;;;;
kood;MAE20;Ebaõnnestunud vaakumsünnitus;Failed vacuum delivery;;3;01.01.2003;;;1;;;;;;
kood;MAE96;Muu vaakumsünnitus;Other vacuum delivery;;3;01.01.2003;;;1;;;;;;
3. tasand;MAF;Tangsünnitus loote peaseisu korral;;;2;01.01.2003;;;1;;;;;;
kood;MAF00;Madaltangsünnitus e. väljapääsutangid loote peaseisu korral;Outlet forceps cephalic delivery;;3;01.01.2003;;;1;;;;;;
kood;MAF10;Õõnetangsünnitus e. keskmised tangid loote peaseisu korral;Mid forceps cephalic delivery;;3;01.01.2003;;;1;;;;;;
kood;MAF20;Ebaõnnestunud tangsünnitus loote peaseisu korral;Failed forceps cephalic delivery;;3;01.01.2003;;;1;;;;;;
kood;MAF96;Muu sünnitus peaseisust tangide abil;Other forceps cephalic delivery;;3;01.01.2003;;;1;;;;;;
3. tasand;MAG;Tuharseis-sünnitus;;;2;01.01.2003;;;1;;;;;;
kood;MAG00;Abistatud tuharseis-sünnitus;Assisted breech delivery;;3;01.01.2003;;;1;;;;;;
kood;MAG03;Tuharseis-sünnitus, järeltuleva pea väljutamine tangidega;Breech delivery with forceps to aftercoming head;;3;01.01.2003;;;1;;;;;;
kood;MAG10;Tuharseis-sünnitus loote ekstraktsiooniga;Breech extraction delivery;;3;01.01.2003;;;1;;;;;;
kood;MAG13;Tuharseis-sünnitus loote ekstraktsiooniga, järeltuleva pea väljutamine tangidega;Breech extraction delivery with forceps to aftercoming head;;3;01.01.2003;;;1;;;;;;
kood;MAG20;Sisemine loote pööre või pööre ekstraktsiooniga;Internal version and extraction delivery;;3;01.01.2003;;;1;;;;;;
kood;MAG96;Muu tuharseis-sünnitus;Other breech delivery;;3;01.01.2003;;;1;;;;;;
3. tasand;MAH;Mitmesugused sünnitusega seotud protseduurid;;;2;01.01.2003;;;1;;;;;;
kood;MAH10;Väljalangenud nabaväädi reponeerimine;Replacement of prolapsed umbilical cord;;3;01.01.2003;;;1;;;;;;
kood;MAH20;Peaseisu valeasendi korrektsioon;Correction of cephalic malpresentation;;3;01.01.2003;;;1;;;;;;
kood;MAH22;Loote väline pööramine peaseisu;Rotation of body of fetus in cephalic presentation;;3;01.01.2022;;;1;;;;;;
kood;MAH30;Loodet purustav operatsioon sünnitusel;Destructive operation on fetus to assist delivery;;3;01.01.2003;;;1;;;;;;
kood;MAH41;Välise surve rakendamine kõhule sünnituse abistamisel ;Application of external abdominal pressure to aid delivery;;3;01.01.2022;;;1;;;;;;
3. tasand;MAJ;Mitmikraseduse vähendamine;;;2;01.01.2003;;;1;;;;;;
kood;MAJ00;Mitmikraseduse vähendamine ühe loote võrra;Reduction of multiple pregnancy by one fetus;;3;01.01.2003;;;1;;;;;;
kood;MAJ10;Mitmikraseduse vähendamine enam kui ühe loote võrra;Reduction of multiple pregnancy by more than one fetus;;3;01.01.2003;;;1;;;;;;
3. tasand;MAW;Muud operatsioonid raseduse ajal ja sünnitusel;;;2;01.01.2003;;;1;;;;;;
kood;MAW96;Muu operatsioon raseduse ajal ja sünnitusel;Other operation in pregnancy or at delivery;;3;01.01.2003;;;1;;;;;;
kood;MAW97;Muu laparoskoopiline operatsioon raseduse ajal;Other laparoscopic operation in pregnancy;;3;01.01.2003;;;1;;;;;;
kood;MAW98;Muu transluminaalne endoskoopiline protseduur raseduse ajal;Other transluminal endoscopic operation in pregnancy;;3;01.01.2003;;;1;;;;;;
2. tasand;MB;Protseduurid pärast sünnitust või aborti;;;1;01.01.2003;;;1;;;;;;
3. tasand;MBA;Platsenta ja looteosade eemaldamine pärast sünnitust või aborti;;;2;01.01.2003;;;1;;;;;;
kood;MBA00;Emakaõõne vaakumaspiratsioon pärast sünnitust või aborti;Vacuum aspiration from uterus after delivery or abortion;;3;01.01.2003;;;1;;;;;;
kood;MBA03;Emakaõõne abrasioon pärast sünnitust või aborti;Curettage of uterus after delivery or abortion;;3;01.01.2003;;;1;;;;;;
kood;MBA10;Emakaõõne sünnitusjärgne manuaalne revisioon;Manual exploration of delivered uterus;;3;01.01.2003;;;1;;;;;;
kood;MBA20;Platsenta väljutamine välise võttega;Expression of placenta;;3;01.01.2003;;;1;;;;;;
kood;MBA30;Platsenta manuaalne eemaldamine pärast sünnitust;Manual removal of placenta from delivered uterus;;3;01.01.2003;;;1;;;;;;
kood;MBA32;Lootekestade manuaalne eemaldamine;Manual removal of cotyledon;;3;01.01.2022;;;1;;;;;;
kood;MBA40;Abordijärgse retensiooni evakuatsioon ravimitega ;Pharmacological evacuation of uterus after abortion;;3;01.01.2022;;;1;;;;;;
kood;MBA96;Platsenta ja looteosade muu eemaldamine pärast sünnitust või aborti;Other removal of retained products of conception after delivery or abortion;;3;01.01.2003;;;1;;;;;;
3. tasand;MBB;Muud manuaalsed protseduurid emakal pärast sünnitust;;;2;01.01.2003;;;1;;;;;;
kood;MBB00;Emaka reponeerimine inversiooni korral;Manual repositioning of inverted delivered uterus;;3;01.01.2003;;;1;;;;;;
kood;MBB10;Emaka sünnitusjärgne tamponeerimine;Packing of delivered uterus;;3;01.01.2003;;;1;;;;;;
kood;MBB96;Muu manuaalne protseduur emakal pärast sünnitust;Other manual procedure on delivered uterus;;3;01.01.2003;;;1;;;;;;
3. tasand;MBC;Sünnitusrebendite korrektsioon;;;2;01.01.2003;;;1;;;;;;
kood;MBC00;Emakakaela sünnitusrebendite korrektsioon;Repair of obstetric laceration of cervix uteri;;3;01.01.2003;;;1;;;;;;
kood;MBC10;Tupe sünnitusrebendite korrektsioon;Repair of obstetric laceration of vagina;;3;01.01.2003;;;1;;;;;;
kood;MBC20;Välissuguelundite sünnitusrebendite korrektsioon;Repair of obstetric laceration of vulva;;3;01.01.2003;;;1;;;;;;
kood;MBC30;Perineumi osalise rebendi korrektsioon;Repair of partial rupture of perineum;;3;01.01.2003;;;1;;;;;;
kood;MBC33;Perineumi täieliku rebendi korrektsioon;Repair of complete rupture of perineum;;3;01.01.2003;;;1;;;;;;
kood;MBC40;Paravaginaalse või välissuguelundite hematoomi korrektsioon pärast sünnitust või aborti;Revision of paravaginal or vulvar haematoma after delivery or abortion;;3;01.01.2003;;;1;;;;;;
kood;MBC80;Sünnitusjärgse emakaverejooksu intravaskulaarne embolisatsioon;Intravascular embolisation for intrauterine bleeding after delivery;;3;01.01.2023;;;1;;;;;;
kood;MBC90;Sünnitusjärgse verejooksu peatamine;Procedure to control bleeding after delivery;;3;01.01.2022;;;1;;;;;;
kood;MBC96;Sünnitusrebendite muu korrektsioon;Other repair of obstetric laceration;;3;01.01.2003;;;1;;;;;;
3. tasand;MBS;Vereproovi võtmine veenist ;;;2;01.01.2023;;;1;;;;;;
kood;MBS00;Vereproovi võtmine nabaveenist pärast sünnitust;Blood sampling from umbilical vein after delivery;;3;01.01.2022;;;1;;;;;;
3. tasand;MBW;Muud operatsioonid pärast sünnitust või aborti;;;2;01.01.2003;;;1;;;;;;
kood;MBW96;Muu operatsioon pärast sünnitust või aborti;Other operation after delivery or abortion;;3;01.01.2003;;;1;;;;;;
2. tasand;MC;Keisrilõige ja laparotoomia sünnitusabis;;;1;01.01.2003;;;1;;;;;;
3. tasand;MCA;Keisrilõige;;;2;01.01.2003;;;1;;;;;;
kood;MCA00;Keisrilõige emakakehal;Upper uterine segment caesarean section;;3;01.01.2003;;;1;;;;;;
kood;MCA10;Keisrilõige emaka alumises segmendis;Lower uterine segment caesarean section;;3;01.01.2003;;;1;;;;;;
kood;MCA20;Vaginaalne keisrilõige;Vaginal caesarean section;;3;01.01.2003;;;1;;;;;;
kood;MCA30;Supravaginaalne hüsterektoomia keisrilõikel;Supravaginal caesarean hysterectomy;;3;01.01.2003;;;1;;;;;;
kood;MCA33;Hüsterektoomia keisrilõikel;Total caesarean hysterectomy;;3;01.01.2003;;;1;;;;;;
kood;MCA96;Muu keisrilõige;Other caesarean section;;3;01.01.2003;;;1;;;;;;
3. tasand;MCB;Laparotoomia ja sünnitus emakavälise loote korral;;;2;01.01.2003;;;1;;;;;;
kood;MCB00;Laparotoomia ja sünnitus emakavälise loote korral;Laparotomy and delivery of extrauterine fetus;;3;01.01.2003;;;1;;;;;;
3. tasand;MCC;Emakaruptuuri sünnitusjärgne korrektsioon ;;;2;01.01.2003;;;1;;;;;;
kood;MCC00;Emakaruptuuri sünnitusjärgne korrektsioon;Postpartum repair of rupture of uterus;;3;01.01.2003;;;1;;;;;;
3. tasand;MCW;Muu laparotoomia sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MCW00;Sünnitusjärgne hüsterektoomia ;Obstetric hysterectomy;;3;01.01.2022;;;1;;;;;;
kood;MCW96;Muu laparotoomia sünnitusabis;Other obstetric laparotomy;;3;01.01.2003;;;1;;;;;;
2. tasand;MW;Kordusoperatsioonid sünnitusabis;;;1;01.01.2003;;;1;;;;;;
3. tasand;MWA;Haava dehistsentsi korrektsioon sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWA00;Haava dehistsentsi korrektsioon sünnitusabis;Repair of wound dehiscence in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWB;Kordusoperatsioon pindmise infektsiooni korral sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWB00;Kordusoperatsioon pindmise infektsiooni korral sünnitusabis;Reoperation for superficial infection in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWC;Kordusoperatsioon süvainfektsiooni korral sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWC00;Kordusoperatsioon süvainfektsiooni korral sünnitusabis;Reoperation for deep infection in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWC01;Perkutaanne endoskoopiline kordusoperatsioon süvainfektsiooni korral sünnitusabis;Percutaneous endoscopic reoperation for deep infection in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWD;Kordusoperatsioon pindmise verejooksu korral sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWD00;Kordusoperatsioon pindmise verejooksu korral sünnitusabis;Reoperation for superficial haemorrhage in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWE;Kordusoperatsioon sisemise verejooksu korral sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWE00;Kordusoperatsioon sisemise verejooksu korral sünnitusabis;Reoperation for deep haemorrhage in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWE01;Perkutaanne endoskoopiline kordusoperatsioon sisemise verejooksu korral sünnitusabis;Percutaneous endoscopic reoperation for deep haemorrhage in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWE02;Transluminaalne endoskoopiline kordusoperatsioon sisemise verejooksu korral sünnitusabis;Transluminal endoscopic reoperation for deep haemorrhage in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWF;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWF00;Kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral sünnitusabis;Reoperation for insufficiency of anastomosis or suture in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWF01;Perkutaanne endoskoopiline kordusoperatsioon anastomoosi või õmbluse dehistsentsi korral sünnitusabis;Percutaneous endoscopic reoperation for insufficiency of anastomosis or suture in obstetric surgery;;3;01.01.2003;;;1;;;;;;
3. tasand;MWW;Muud kordusoperatsioonid sünnitusabis;;;2;01.01.2003;;;1;;;;;;
kood;MWW00;Korduv emakaõõne abrasioon pärast sünnitust või spontaanset aborti;Reevacuation of uterus after delivery of spontaneous abortion;;3;01.01.2022;;;1;;;;;;
kood;MWW96;Muu kordusoperatsioon sünnitusabis;Other reoperation in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWW97;Muu perkutaanne endoskoopiline kordusoperatsioon sünnitusabis;Other percutaneous endoscopic reoperation in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MWW98;Muu transluminaalne endoskoopiline kordusoperatsioon sünnitusabis;Other transluminal endoscopic reoperation in obstetric surgery;;3;01.01.2003;;;1;;;;;;
kood;MXB00;Ettevalmistus sünnituseks;Training for labour and delivery;;3;01.01.2022;31.12.2022;;1;Uus kood MAC90;;;;;
peatükk;N;Lihase-skeletisüsteem;;;0;01.01.2003;;;1;;;;;;
2. tasand;NA;Lülisammas ja kael;;;1;01.01.2003;;;1;;;;;;
3. tasand;NAA;Eksploratiivsed protseduurid;;;2;01.01.2003;;;1;;;;;;
kood;NAA00;"Lülisamba või kaela pehmete kudede eksploratsioon; perkutaanne";"Exploration of soft tissue of spine or neck; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NAA01;"Lülisamba või kaela pehmete kudede eksploratsioon; artroskoopiline";"Exploration of soft tissue of spine or neck; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAA02;"Lülisamba või kaela pehmete kudede eksploratsioon; lahtine";"Exploration of soft tissue of spine or neck; open";;3;01.01.2003;;;1;;;;;;
kood;NAA09;"Lülisamba või kaela pehmete kudede eksploratsioon; määratlemata";"Exploration of soft tissue of spine or neck; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAA10;"Lülisamba- või kaelaliigese eksploratsioon; perkutaanne";"Exploration of joint of spine or neck; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NAA11;"Lülisamba- või kaelaliigese eksploratsioon; artroskoopiline";"Exploration of joint of spine or neck; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAA12;"Lülisamba- või kaelaliigese eksploratsioon; lahtine";"Exploration of joint of spine or neck; open";;3;01.01.2003;;;1;;;;;;
kood;NAA19;"Lülisamba- või kaelaliigese eksploratsioon; määratlemata";"Exploration of joint of spine or neck; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAA20;"Lülisamba või kaela pehmete kudede või liigese biopsia; perkutaanne";"Biopsy of soft tissue or joint of spine or neck; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NAA21;"Lülisamba või kaela pehmete kudede või liigese biopsia; artroskoopiline";"Biopsy of soft tissue or joint of spine or neck; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAA22;"Lülisamba või kaela pehmete kudede või liigese biopsia; lahtine";"Biopsy of soft tissue or joint of spine or neck; open";;3;01.01.2003;;;1;;;;;;
kood;NAA29;"Lülisamba või kaela pehmete kudede või liigese biopsia; määratlemata";"Biopsy of soft tissue or joint of spine or neck; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NAA30;"Selgroolüli biopsia; perkutaanne";"Biopsy of vertebra; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NAA31;"Selgroolüli biopsia; artroskoopiline";"Biopsy of vertebra; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NAA32;"Selgroolüli biopsia; lahtine";"Biopsy of vertebra; open";;3;01.01.2003;;;1;;;;;;
kood;NAA39;"Selgroolüli biopsia; määratlemata";"Biopsy of vertebra; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAB;Lülisambaliigeste esmane proteesimine;;;2;01.01.2003;;;1;;;;;;
kood;NAB90;"Lülisambaliigese esmane proteesimine; lülisamba tservikaalosa";"Primary prosthetic replacement of joint of spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAB91;"Lülisambaliigese esmane proteesimine; lülisamba tserviko-torakaalosa";"Primary prosthetic replacement of joint of spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAB92;"Lülisambaliigese esmane proteesimine; lülisamba torakaalosa";"Primary prosthetic replacement of joint of spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAB93;"Lülisambaliigese esmane proteesimine; lülisamba torakolumbaalosa";"Primary prosthetic replacement of joint of spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAB94;"Lülisambaliigese esmane proteesimine; lülisamba lumbaalosa";"Primary prosthetic replacement of joint of spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAB95;"Lülisambaliigese esmane proteesimine; lülisamba tserviko-torako-lumbaalosa";"Primary prosthetic replacement of joint of spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAB96;"Lülisambaliigese esmane proteesimine; lülisamba lumbosakraalosa";"Primary prosthetic replacement of joint of spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAB99;"Lülisambaliigese esmane proteesimine; määratlemata";"Primary prosthetic replacement of joint of spine; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAC;Lülisambaliigeste teisene proteesimine;;;2;01.01.2003;;;1;;;;;;
kood;NAC90;"Lülisambaliigese teisene proteesimine; lülisamba tservikaalosa";"Secondary prosthetic replacement of joint of spine; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAC91;"Lülisambaliigese teisene proteesimine; lülisamba tserviko-torakaalosa";"Secondary prosthetic replacement of joint of spine; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAC92;"Lülisambaliigese teisene proteesimine; lülisamba torakaalosa";"Secondary prosthetic replacement of joint of spine; thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAC93;"Lülisambaliigese teisene proteesimine; lülisamba torakolumbaalosa";"Secondary prosthetic replacement of joint of spine; thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAC94;"Lülisambaliigese teisene proteesimine; lülisamba lumbaalosa";"Secondary prosthetic replacement of joint of spine; lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAC95;"Lülisambaliigese teisene proteesimine; lülisamba tserviko-torako-lumbaalosa";"Secondary prosthetic replacement of joint of spine; cervico-thoraco-lumbar spine";;3;01.01.2003;;;1;;;;;;
kood;NAC96;"Lülisambaliigese teisene proteesimine; lülisamba lumbosakraalosa";"Secondary prosthetic replacement of joint of spine; lumbo-sacral spine";;3;01.01.2003;;;1;;;;;;
kood;NAC99;"Lülisambaliigese teisene proteesimine; määratlemata";"Secondary prosthetic replacement of joint of spine; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NAE;Operatsioonid lülisamba ja kaela kapslitel või sidemetel;;;2;01.01.2003;;;1;;;;;;
kood;NAE90;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba tservikaalosa";"Operation on capsule or ligament of spine or neck; cervical spine";;3;01.01.2003;;;1;;;;;;
kood;NAE91;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba tserviko-torakaalosa";"Operation on capsule or ligament of spine or neck; cervico-thoracic spine";;3;01.01.2003;;;1;;;;;;
kood;NAE92;"Operatsioon lülisamba või kaela kapslil või sidemel; lülisamba torakaalosa";"Operation on capsule or ligament of spine or neck; thoracic spine";;3;01.01.2003;;;1;;;;;;
